,詞頻
杯子蛋糕烤盤,1
小磨坊檸香椒鹽/黑胡椒粒,1
蝴蝶結彩糖,1
新鮮草莓,1
新鮮香蕉,1
鹽/蒜粉,1
85%巧克力,1
馬芝瑞拉起司,1
手作羊奶瑞可達乳酪,1
低醣花生芝麻醬,1
無鹽堅果,1
小番茄(切小塊),1
中型牛蕃茄一個,1
減醣養樂多,1
杏仁粉(過篩),1
花生粉(or芝麻粉),1
白花椰菜丁,1
熟花椰菜,1
蔥切蔥花兩隻,1
紅蘿蔔切末,1
無糖抹茶粉,1
柚肉醋,1
6吋蛋糕模,1
大型雞蛋,1
深色蔬菜（取葉片較嫩滑）,1
大蒜顆粒,1
地瓜馬鈴薯泥,1
鮭魚塊,1
坡菜,1
波士頓龍蝦,1
義式香料/蒜粉/黑胡椒粒,1
北海道S生食級干貝,1
老妹妹的炤下預拌粉,1
香菜子,1
牛肉絲or牛絞肉,1
鹽/黑胡椒粒/鮮味炒手,1
小磨坊日式芥茉鹽,1
洋蔥（小型）,1
白花椰菜米,1
鮭魚（生食級）,1
熟藜麥,1
蛤蜊水,1
豆腸,1
糖（今天省略）,1
小羔羊排,1
自製羅勒香料青醬,1
北非小米（庫司庫司）,1
藜麥(蒸熟),1
雞肉高湯,1
君度橙酒,1
西班牙辣煙燻粉,1
西班牙甜煙燻粉,1
鹽/小磨坊鮮磨百搭香草,1
蒔蘿粉,1
藍紋起司醬,1
"堅果末, 裝飾用",1
黑橄欖(去籽),1
無糖濃豆漿(約半瓶）,1
"酸黃瓜, 切碎",1
白蝦殼,1
紫洋蔥切末,1
松子 / 堅果類(打碎),1
不加糖椰絲,1
黃金亞麻籽仁粉,1
栗子 ,1
生食級鮪魚排,1
高達高熔點切丁乳酪,1
藍紋優格醬,1
水牛莫扎瑞拉乳酪,1
藍紋乳酪醬,1
美國生菜菠菜,1
泰式即時綠咖喱醬 半包,1
羊肉塊(帶皮較佳),1
去皮牛尾,1
玉米切段,1
各式無調味堅果,1
Costco 去骨雞腿排,1
Zero 可樂,1
零添加醬油,1
椰漿（一罐200克）,1
哈里薩辣醬,1
魚露（可省略）,1
小番茄10顆,1
薑黃粉（可省略）,1
雞胸肉（絞肉）,1
大杏仁粉,1
新鮮莫拉瑞拉起司,1
辣油或式辣椒醬,1
五斯特醋(或檸檬汁),1
青椒切塊,1
山羊乳酪,1
九層塔(可省略),1
融化的奶油,1
雞腿肉（或雞胸肉）,1
生豆皮（豆包）,1
派皮,1
小顆大頭菜或白花椰菜,1
草飼牛肋條切塊,1
土雞腿或半雞,1
蘿蔔切塊,1
紫洋蔥切塊,1
鴻禧菇(菇類都可),1
梅花豬肉片一盒,1
減醣醬油,1
番茄醬（可不加）,1
牛肉滷包,1
大豆蛋白粉,1
大蒜粉/洋蔥粉,1
杏鮑菇+蔬菜,1
海藻糖（或ㄧ般細砂糖）,1
香草精（或檸檬汁）,1
福樂自然零無加糖優酪(醃肉用),1
金山小地瓜,1
椰奶（椰漿）,1
紅蘿蔔小塊,1
豆腐丁(板豆腐嫩豆腐皆可),1
紅黃彩椒切條，寬約0.5cm,1
無糖芝麻粉,1
法式黃芥末醬,1
辣椒輪切成圈,1
杏仁粉（或低筋麵粉）,1
客家鹹豬肉,1
辣椒(可略),1
干貝薄鹽醬油,1
高樑酒(或米酒),1
花椰菜花蕊部份切碎,1
紅辣椒切碎末(可改紅蘿蔔),1
帕馬森起士粉(可省略),1
柴魚粉~可省略，這次沒加也好吃,1
小黃瓜切滾刀塊,1
咖哩粉 / 鹽巴 各,1
小棒腿,1
全脂鮮奶優格,1
甜菊葉粉,1
黃金亞麻籽細粉,1
鰈魚,1
雪白菇（切半段）,1
綜合蔬菜（黃紅蘿蔔、綠花椰）,1
蒜、辣椒,1
花枝圈(透抽圈),1
檸檬切薄片,1
檸檬汁(汆燙花枝用),1
鰹魚湯包,1
水量,1
綜合蔬菜切末,1
鹽(可加胡椒粉),1
紅殼雞蛋,1
丁香(用來做魚眼),1
"培根 (煎熟, 切成小塊)",1
瑞可達起司Ricotta,1
蛤蠣（依大小）,1
玉子燒,1
白花椰菜（小）,1
喜歡的香草,1
蒜味調味鹽,1
辣椒（依個人喜好）,1
帶尾蝦仁,1
冬粉（依個人喜好）,1
紅蘿蔔（小型）,1
即食雞胸肉,1
洋菇（蘑菇）,1
Mozzarella（起司）,1
韓式芝麻油,1
是拉差醬,1
無鹽奶油（butter),1
甜菊糖粉（代糖）,1
義美豆漿（含糖無糖皆可）,1
翼板牛排（霜降）,1
燒肉醬,1
馬札瑞拉起司,1
大加富生燕米,1
紅/黃椒,1
煙熏粉,1
辣根Horseradish,1
法國芥末醬,1
香蒜黑胡椒,1
澎湖狗蝦,1
"美國酪梨, 切丁",1
蕃茄罐頭,1
迷迭香碎,1
西班牙煙熏紅椒粉,1
黑咖啡（或濃縮咖啡+氣泡水）,1
可可碎粒,1
豬頸肉（鹽麴醃漬）,1
冷凍野莓,1
雞蛋 (全蛋),1
豬梅花,1
你有什麼就用什麼,1
甘味劑sweetener,1
柴魚高湯,1
香菇裝飾,1
青豆裝飾,1
胡蘿蔔裝飾,1
腐皮,1
荸齊,1
蔭豉,1
紅珊瑚,1
調味品,1
你愛什麼就加什麼,1
北海道帆立貝,1
烘焙用大豆粉,1
無麩質燕麥麩,1
罐頭高湯,1
起司粉或絲,1
莫拉瑞拉起司,1
大杏仁粉almond meal,1
香菇粉,1
莫芝拉起司,1
黑胡椒香料,1
蕃茄沙司,1
低醣蒜味香腸,1
嫩豆腐一盒,1
牛奶或無糖豆漿,1
蒟蒻義大利麵,1
牛小排火鍋肉片,1
白酒（炒雞肉用）,1
黑胡椒調味鹽,1
無醣優格（醃雞肉）,1
無麩質麵粉,1
高湯粉,1
烹大師或高湯,1
小型雞蛋蛋白,1
千張/豆腐皮,1
腰果壓碎,1
醋（白醋或黑醋都可）,1
絞肉（細）,1
羅漢果糖粉,1
檸檬特級初榨橄欖油,1
羅漢果代糖,1
生酮預拌粉,1
椰子油(液體油),1
Baking soda 蘇打粉,1
Egg 雞蛋,1
芫荽香菜,1
唐辛子,1
Costco雞腿排,1
青椒甜椒,1
橄欖油或椰子油,1
Costco帶尾蝦,1
Costco德國香腸,1
小魚辣椒,1
100%鈕扣巧克力,1
小黃瓜（可加，可不加）,1
蒜味胡椒,1
冷凍帶尾特大蝦仁,1
紹興酒（可略）,1
罐頭鮪魚肉(油漬),1
無鹽草飼奶油（總統牌）,1
香料-大蒜粉/義大利香料,1
99%黑巧克力（米歇爾）,1
抹茶粉(伊藤園),1
奶油(藍絲可),1
赤澡糖醇,1
燕麥麩粉,1
玫瑰鹽（或海鹽）,1
香料-紅椒粉/粗黑胡椒,1
全聯買博客培根,1
室溫土雞蛋,1
你喜歡的香料（勿加鹽巴）,1
紅龍漢堡排（需退冰）,1
蛋（可略）,1
香料（胡椒、紅椒粉）,1
塔皮-帶皮杏仁粉,1
塔皮-敲碎核桃,1
塔皮-奶油,1
奶油（藍斯可）,1
乳酪起士,1
塔塔粉,1
瀝乾板豆腐,1
芝士粒,1
生酮用赤藻糖,1
純黑胡椒粉,1
100%巧克力片（可省）,1
奶油（動物性）,1
馬斯卡朋起司,1
鮮乳脂,1
豆芽菜（切碎）,1
冷凍藍梅,1
空心菜梗,1
青江菜梗,1
大蒜薄片,1
黑豆醬油（無小麥）,1
甜菊粉（可省略）,1
豬梅花肉,1
蛋白（可省略）,1
鮮味炒手粉,1
芝麻（黑、白皆可）,1
Pizza用乳酪絲,1
綠色蔬菜（花椰菜）,1
冰球模具,1
奶油或椰子油(煎餅用),1
椰奶或鮮乳脂,1
水或杏仁奶,1
1.椰子粉,1
2.可可粉,1
3.赤藻醣醇,1
4.奶油,1
5.橄欖油（可椰子油或奶油取代,1
6.蛋黃,1
7.蛋白,1
8.夏威夷豆,1
乳酪香腸,1
丁香小魚乾,1
生辣椒（乾辣椒）,1
切達起司片,1
大頭菜（大）,1
電子秤,1
馬茲摩拉起司,1
赤藻糖醇（無熱量糖）,1
鹽（若使用有鹽奶油此項可省略）,1
橘椒,1
好的油都可以（我用鵝油）,1
草飼養無鹽奶油（炒蛋用）,1
蒜頭 （可省略）,1
好菇道雪白菇,1
義式綜合香料（素食者用海苔粉）,1
杏仁細粉（烘焙用，非沖泡）,1
鵝油辣椒 （可省略）,1
桃屋蒜頭辣椒 （可省略）,1
奶油 （可省略）,1
半對半鮮奶油,1
雞粉（可省略）,1
三層薄片肉,1
日式醬油（可用無添加醬油）,1
無鹽奶油(融化備用）,1
無糖花生醬（可取代 “油類”）,1
巴西里(依個人喜好),1
5-動物無鹽奶油(好的油脂),1
九層塔or羅勒葉,1
五行烏醋,1
蟹籽,1
1-烘焙杏仁粉,1
2-奇亞籽,1
3-赤藻糖,1
4-玫瑰鹽or海鹽,1
泡打粉（可無，口感偏紮實）,1
雄雞牌椰奶,1
烤香核桃（可無）,1
焗烤起司,1
海鹽 （可省略）,1
雞粉 （可省略）,1
蛋黃2顆,1
當季蔬菜3~4種,1
椰子油（MCT油）,1
紅龍牛肉漢堡肉,1
洋蔥（可省略,1
醬油（可換無添加醬油）,1
拉姆雷特無鋁泡打粉,1
可可磚,1
或 吉利丁,1
乳酪cream cheese,1
甜菊糖 液體狀,1
椰奶/杏仁奶 均可,1
赤藻糖/自己調整甜度,1
辣木葉粉/抹茶/可可均可,1
全蛋半顆,1
和風山葵海苔鹽,1
100%純可可粉,1
草飼無鹽奶油,1
鮮奶油(約與蛋液1:1),1
無鹽奶油（室溫）,1
綠茶包,1
鴻禧菇（非必要）,1
小番茄或紅黃椒（裝飾）,1
無糖杏仁醬,1
9吋彈簧蛋糕模,1
椰子油（增加香味，可省）,1
椰子粉（可省）,1
雞粉（嚴格生酮的就換鹽）,1
小磨坊滷味包,1
醬油（可用原味醬油）,1
醬油膏（可省略）,1
球衣甘藍,1
海鹽（可省略）,1
Mos漢堡油醋醬適量,1
Mos漢堡油醋醬,1
酸黃瓜（可有可無）,1
鵝蔥油,1
海鹽 （我沒有加）,1
醬油 （可用無添加醬油）,1
豆香滿屋生揚骰子丁,1
無熱量糖（赤藻糖醇）,1
自製柴魚高湯,1
黑豆醬油,1
義大利麵醬,1
無鹽鯖魚(半隻),1
冷榨橄欖油,1
無糖綜合堅果醬,1
非基改千張豆腐皮,1
純在葡萄柚蘋果綠茶,1
豬胛心肉片,1
干貝中型,1
有機貝比生菜,1
牛蕃茄中型,1
虱目魚背柳條,1
榛果粉,1
條狀的莫札瑞拉起司,1
苦甜巧克力或75%巧克力,1
野人舒食雞胸肉,1
紅蔥頭豬油,1
牛梅花烤肉片,1
豆漿(或牛奶),1
五花肉薄片,1
自己喜愛的堅果(切細碎),1
蒸熟的紫薯,1
奧利岡,1
Psyllium husk,1
里肌肉切絲,1
全聯豬里肌肉片,1
好市多燒肉醬,1
Almond meal,1
Coconut flour,1
Flaxseed meal,1
Chia seed,1
Baking powder,1
蜂蜜（視個人喜好）,1
Erythritol,1
Himalayan salt,1
Unsalted butter,1
Milk,1
Apple vinegar,1
酪梨約半顆,1
無糖豆奶,1
《醃肉用》鹽,1
《醃肉用》水,1
玄米油…,1
玉米筍（可不加）,1
檸檬汁（個人喜好）,1
鮮奶油(室溫),1
香草籽醬,1
馬斯卡彭起司(室溫),1
五香粉/蒜粉/黑胡椒粒,1
亞麻仁粉,1
小磨坊香蒜粒,1
燙雞料,1
蜂蜜或楓糖漿,1
蔥尾段,1
調味醬,1
辣油（不是很辣）,1
色素,1
攪拌盆,1
六吋活動模,1
紙杯,1
赤蘚醇,1
鮮忌廉,1
羅漢果糖，喜甜可酌量增加,1
濃稠的豆乳或豆漿（非清淡如水）,1
罐頭水煮鮪魚,1
柚肉和風醬/柚肉果醋/橄欖油,1
綜合莓果,1
豆豉辣椒醬,1
彩椒丁,1
寶客有機無麩質燕麥餅乾預拌粉,1
軟化無鹽奶油,1
鳳梨內餡,1
烤模,1
奶油乳酪（室溫）,1
奶油（室溫）,1
88%黑巧克力,1
小美冰淇淋,1
cream cheese 室溫,1
蛋白(冰過),1
薑絲【可省略】,1
韭菜段,1
生燕麥片,1
肉桂棒(肉桂粉),1
無糖椰子粉,1
牛肉切塊(牛腩),1
椰子油(植物油),1
小荳蔻(綠荳蔻),1
芫荽子粉,1
辣椒粉(可以不加),1
全脂牛奶(或椰奶),1
黑糖(可不放),1
橘醋,1
白菜（包頭蓮）,1
紫色甜椒,1
高蛋白粉（我用焦糖瑪奇朵口味）,1
奶油或椰子油,1
無糖糖漿（楓糖漿也可）,1
小磨坊黑胡椒粉,1
蒸大豆,1
無鹽發酵奶油/椰子油,1
香蔥(切碎),1
美國杏仁粉(烘焙用),1
豬油(植物油),1
MCT油/玄米油,1
乾豆皮,1
米醋/蘋果醋,1
黃芥末醬/第戎芥末醬,1
蒜泥(可省略),1
雞胸肉（超商片狀的）,1
五花肉片或梅花肉片,1
蘿蔓葉、生菜,1
孜然粉(小茴香粉),1
羊肉片,1
新鮮香菇切丁,1
菠菜葉,1
自製培根,1
莫札瑞拉起士(披薩用),1
超秦去骨雞腿排,1
胡蘿蔔薄片-依喜好添加,1
小磨坊義式香料,1
鹽巴/胡椒鹽,1
青醬（九層塔加橄欖油加烘焙杏仁,1
生豆包,1
雞腿肉（家樂福）,1
花椰菜末,1
雞油,1
新餐肉,1
鮮奶(蛋液用，可省略,1
新鮮黑木耳,1
鹽或調味嫩雞粉,1
雞湯粉,1
澎湖野生石蟹,1
帶皮鮭魚,1
好菇道舞菇,1
白色全麥麵粉,1
Mars蛋白乳清一袋,1
溫暖的低脂牛奶,1
椰子糖 或 羅漢果糖,1
九層塔[去梗切碎],1
喜馬拉雅岩鹽,1
葵花油[炒飯],1
櫛瓜[切丁],1
大根(白蘿蔔)中段切1mm薄片,1
櫛瓜切2mm薄片,1
鹽[灑在大根上],1
葵花油[煎餃用],1
片栗粉[日本太白粉],1
桂林雞漢堡排,1
淬釀醬油,1
芹菜末(葉或梗不同),1
紅蘿蔔細末,1
黑木耳細末,1
OMNiPork新餐肉,1
葵花油[煎新餐肉],1
"紅/黃甜椒[去籽, 切丁]",1
葵花油[煎蛋],1
洋蔥[切丁],1
雞胸肉一付斜切成片,1
鴻喜菇+雪白菇共一包,1
紅辣椒切絲,1
檸檬（2 款用 ）,1
現榨金桔汁,1
雞腿翅,1
7-eleven竹筍料理包,1
青花苔,1
蒜油,1
青寧 (2 款用),1
青寧皮（2 款用 ）,1
檸檬皮（2 款用 ）,1
健康廚房沾拌淋醬-和風柚子,1
法邊豆,1
素肉鬆,1
7-11洋芋沙拉,1
進口蘿美,1
健康廚房焙煎芝麻沾拌醬,1
可樂果檸檬玫瑰鹽口味,1
鮮嫩雞胸肉-熟的（全聯）,1
綠巨人黃金玉米粒,1
乾薑片,1
小辣椒(視接受辣度挑選辣椒),1
白蝦（剝殼）,1
果醋/米醋,1
檸檬汁(視個人口味調整),1
玉米澱粉 (視喜好調整稠度),1
迷你花枝（可用一般花枝）,1
健康廚房洋蔥沙拉醬,1
紫地瓜.黃金地瓜,1
黃金南瓜,1
生吐司,1
紐西蘭富士蘋果,1
蝦夷蔥/花,1
核桃油,1
義大利巴沙米醋,1
鹽之花少許,1
五色胡椒,1
紫蔥頭,1
蒜味油,1
澎湖小管,1
婉豆苗  蘿蔓葉,1
香菜（可加可不加）,1
多種生菜,1
康寶-自然鮮 嫩雞風味調味粉,1
康寶自然鮮(嫩雞口味),1
紫色甘藍,1
櫻桃小蘿蔔,1
乾銀耳,1
乾小黑木耳,1
青椒、紅椒,1
超商明太子龍蝦沙拉飯糰,1
羅美芯,1
烏龍茶包,1
康寶 自然鮮嫩雞風味調味料,1
熟白芝麻（可以自行增減）,1
康寶-自然鮮 香菇風味調味料,1
里肌豬肉片,1
胡麻醬罐裝,1
球狀甘藍,1
康寶自然鮮(香菇風味),1
七彩胡椒粒,1
香瓜/紅龍果,1
黑楜椒粉（七味粉亦可）,1
完熟酪梨,1
九如新鮮檸檬,1
智利煙燻鮭魚,1
水煮蛋 或 水波蛋,1
新英格蘭堡或布里歐吐司,1
小磨坊黑胡椒,1
小磨坊香蒜粉,1
卜蜂輕食沙拉胸,1
北海翅,1
阿薩母茶葉蛋,1
香蒜洋蔥醬,1
亞麻籽吐司,1
青檸香雞柳,1
香醋醬,1
三色冷凍蔬菜,1
糖(視喜好甜度調整),1
熟米飯/米線,1
綠花椰菜切片(今天只用了梗),1
（光泉）薏仁糙米奶,1
豬後腿肉,1
雞心（攤商送的）,1
米酒水（無鹽米酒）,1
紅藜莧籽奇亞籽,1
無鹽番茄汁,1
滷雞腿,1
小黃瓜（冰凍）,1
COCOFRESCO有機椰子油,1
鮮菇（香菇、杏鮑菇）,1
COCO FRESCO有機椰糖,1
醋 (可換成檸檬汁),1
蔬果丁(蘋果、胡蘿蔔等等),1
冷凍四色蔬菜,1
綠巨人無鹽玉米粒,1
綠卷,1
紫苜蓿,1
鮮選我鹽麴,1
乾辣椒片（可省）,1
花生/腰果/松子,1
酪梨 切塊,1
豆腐嫩炒蛋,1
伯森起司（剝碎）,1
酪梨（切丁）,1
紫色高麗菜（切粗丁）,1
鹽　,1
羅勒葉（分兩次用）,1
布拉塔（burrata)起司,1
蒸熟南瓜 切塊,1
Feta cheese,1
小黃瓜火腿,1
起司片或起司塊,1
任何沙拉醬,1
紫色地瓜,1
全家綿柔鮮奶土司,1
綜合胡椒粉,1
自製蝴蝶義大利麵,1
A西芹菜。,1
油漬鮪魚罐,1
A菲力牛排,1
胡蘿蔔 carrots,1
鹽(醃黃瓜),1
蒔蘿草,1
鹽/白胡椒粉,1
味好美沙拉醬,1
冬瓜肉,1
市售凱撒沙拉醬,1
甜菜 beets,1
馬鈴薯 potatoes,1
辣醬油,1
醃瓜類 pickled,1
青豆  peas,1
綠蔥 green onions,1
檸檬汁 lemon juice,1
鹽 salt,1
蔬菜油 oil,1
小番茄small vine,1
A大黃瓜,1
紅肉火龍果 只取果皮,1
現磨黑胡椒粒,1
檸檬汁(或巴薩米克醋),1
冷壓初榨新鮮橄欖油,1
浪味仙蔬彩薯,1
火龍果皮,1
牛頭牌沙茶醬,1
牛頭牌咖哩炒醬,1
蒜子,1
味島香鬆 (鰹魚香味),1
沙拉或和風醬,1
A核桃仁,1
紐西蘭陽光金圓頭奇異果,1
有機綠豆芽,1
福記溏心蛋,1
乾薑片適量,1
健康廚房沾拌淋醬-焙煎芝麻,1
青蔥  (切成蔥花),1
玉米筍 ,1
鹽或椒鹽,1
蔬果盤,1
Broad beans蠶豆,1
小餐包,1
美乃滋（蛋黃醬）,1
樂事原味波卡,1
健康廚房泰式酸辣醬（全聯）,1
奶油莎拉,1
大香菇,1
超市的熟文蛤肉,1
Greenpeace豌豆,1
黑木耳黑糖凍(醇味鮮奶),1
蕎麥米 or Couscous,1
cumin seed,1
醋（橄欖油的一半）,1
烤核桃,1
煙燻金橘甜菜(切丁),1
煙燻紅甜菜(切丁),1
陳年葡萄醋醬,1
福樂享吃無加糖優酪(柚香檸檬),1
黑木耳黑糖凍(黑糖原味),1
冷燻鮭魚,1
自己喜歡的香料（醃肉）,1
球型萵苣,1
沙朗牛,1
羅曼萵苣葉,1
熟白飯（冷的或室溫）,1
壽司用海苔,1
喜歡的辣椒醬,1
洋芋片(原味較佳）,1
優格（原味較佳）,1
甜味沙拉醬,1
喜歡的配料,1
[無毒農愛文芒果],1
白沙蝦,1
初榨橄欖油[檸檬風味橄欖油],1
馬鈴薯 2顆,1
水果紅蘿蔔,1
馬玲薯（大）,1
迷迭香香草,1
紅洋蔥(切丁),1
布朗博士有機椰子油,1
去核切片器（美國品牌OXO）,1
廣東a菜,1
桂冠醇香焙煎胡麻醬1包,1
原味優格（可省）,1
火龍果汁,1
新豬肉,1
紅酒醋/水果醋,1
胡椒/香料,1
醬汁搖搖量杯（美國品牌OXO）,1
藜麥,1
中蝦,1
小透抽,1
紅蘿蔔(切丁),1
小黃瓜(切丁),1
火腿片(切丁),1
檸檬汁or醋,1
紫玉米,1
煮熟的紅藜麥,1
泰式檸檬,1
棕櫚糖或椰糖,1
泰國蒜,1
雞肉,1
胡蘿蔔丁,1
椰肉,1
紅捲萵苣,1
氣泡水,1
芝麻醬包,1
蕃茄片（擺盤用）,1
當季綜合水果,1
紅心橄欖,1
鮮奶土司麵包,1
彩色意麵,1
意大利葡萄陳醋,1
鮮磨黑胡椒粉,1
甜玉米罐頭,1
各式喜愛的蔬果,1
G蛋,1
優格（可省略）,1
藜麥毛豆,1
羅勒葉（九層塔）,1
新鮮綠竹筍（小）,1
玉米筍（帶殼）,1
紅香梨,1
芒果乾,1
螺絲麵,1
沙拉醬1/2包,1
西式/日式圓胖茄子,1
酸豆(caper),1
法蘭克福香腸,1
白酒醋（可用米醋代替）,1
路邊攤臭豆腐,1
7-11 沙拉,1
白飯（涼的）,1
孢子甘藍,1
鹽、胡椒、義大利綜合香料,1
鮮奶（微溫）,1
鮭魚日切,1
市售檸檬汁,1
冷凍海鮮,1
橄欖油(松露橄欖油更好！),1
鹽 (烹調過程中使用),1
金豐盛 雞胸肉,1
沙拉綠葉,1
乾燥巴西里碎,1
Beyond meat未來香腸,1
紫洋蔥(選擇性),1
檸檬(檸檬汁),1
晶麥有機義大利螺旋麵,1
希臘PDO初榨冷壓橄欖油,1
古樸天然鹽,1
棉花田有機砂糖,1
（全聯）美生菜,1
（牛頭牌）玉米粒,1
意大利麵（非條狀）,1
市售青醬,1
蔬果(自備簡易生菜與水果),1
紅蘿蔔汁,1
生菜（自己喜歡口味）,1
青芒(大),1
壓蒜泥器（美國品牌OXO）,1
檸檬榨汁器（美國品牌OXO）,1
現成炸好或煮好的魚卵,1
雪莉酒醋/白酒醋,1
洋蔥（或小黃瓜）,1
絞白筍,1
沙狼牛排,1
炸蒜片(氣炸),1
米酒 1大匙,1
炸乾蔥(氣炸),1
泰國蝦皮,1
椰糖水,1
羅望子醬,1
黑木耳菇菇醬(紅椒麻辣),1
沙朗牛肉,1
帶皮蒜頭,1
酪梨切片器（美國品牌OXO）,1
醬汁搖搖杯（美國品牌OXO）,1
不鏽鋼沙拉剪（美國品牌OXO）,1
蔬菜脫水機（美國品牌OXO）,1
鹽1/4小匙,1
苜蓿芽 /豆芽,1
藍莓 /柳橙丁,1
銥光有機姬松茸,1
油漬蕃茄,1
有機食用花(可加可不加),1
小顆的牛蕃茄,1
日式七味粉,1
雜糧吐司,1
牛奶南瓜,1
熟地瓜,1
筍,1
日式烤肉醬,1
白楜椒鹽,1
台式美奶滋,1
小黃瓜（切1/4圓片）,1
小番茄（切成一口大小）,1
醃漬烤肉片,1
甜菊,1
奶油切丁,1
椰子細粉(烘培用椰子麵粉),1
椰糖(砂糖),1
可可豆一大把,1
香草粉或蘭姆酒,1
核桃/杏仁,1
肉桂粉/咖啡粉,1
鮮奶/椰奶,1
奶油(橄欖油),1
冷壓椰子油/無水奶油(溶化),1
豬油或椰子油,1
椰奶/杏仁奶,1
冷壓椰子油(融化),1
洋車前子纖維粉,1
南杏,1
南非國寶茶,1
九層塔(或乾燥香料),1
洋菇切片,1
生蝦仁,1
膠原蛋白粉,1
小麥麩皮（日語ふすま）,1
赤藻醣醇(可省略),1
Kaluwa咖啡酒,1
羅漢果糖（或砂糖）,1
塔塔粉（或檸檬汁）,1
有機青汁粉,1
冰塊（可省略）,1
黃金亞麻仁籽粉（磨細）,1
青椒切條,1
MCT中鏈脂肪油,1
乾燥蔥/海苔粉/紫菜酥,1
MCT油/冷壓椰子油,1
切碎80％以上黑巧克力,1
雞胸肉(雞腿肉),1
地瓜(馬鈴薯也可),1
節瓜切片,1
去骨雞腿肉排,1
洋蔥或紫洋蔥,1
桂冠輕沙拉熱量降40%,1
硬柿子〔切丁〕,1
醃黃瓜,1
黃芥茉醬,1
莫滋瑞拉起士,1
帕馬森乾酪,1
生菜(蘿美、萵苣……),1
紅黃彩椒,1
陳年水果醋,1
火龍果〔切丁〕,1
蘿美生菜 ,1
烤盤油,1
S&B青柚辣椒醬,1
希臘優格無糖,1
S&B黑胡椒粗粒,1
小農自釀葡萄醋,1
橄欖油extra virgin,1
凱薩琳醬,1
紅、黃彩椒,1
萵苣、蘿美,1
基本沙拉,1
黃金地瓜,1
牛奶 ,1
蔬果,1
蘿蔓（蘿美）,1
巴薩米克醋（紅酒醋）（可省）,1
豬排用剩的蛋再加3顆,1
核果、果仁,1
醬料(油醋、凱薩等),1
馬鈴薯一顆,1
桂冠沙拉 Light,1
Cajun粉或印度咖哩粉,1
龍蝦風味沙拉,1
安格斯板腱牛,1
蘿美（或其他生菜）,1
新鮮香草,1
水果洋芋片,1
黃豆粉（日語：大豆粉）,1
涼開水,1
蒟蒻麵（1包）,1
側腹牛排,1
米酒(或白酒),1
赤藻醣醇Erythritol,1
清雞胸肉,1
塊狀奶油乳酪,1
酸奶(sour cream),1
奶油乳酪抹醬,1
杏仁粉(烘焙用),1
綠花椰（切成塊狀）,1
Tessemae’s辣雞翅醬*,1
椰子油或酥油,1
椰子胺基酸,1
切碎紅蔥頭,1
新鮮薑末,1
切細絲的紫高麗菜,1
90%巧克力,1
去骨、去皮雞腿肉或 雞胸肉,1
福樂鮮奶優酪,1
福樂頂級鮮奶優酪,1
紫心番薯(低醣要限量),1
香椿醬,1
韓式燒肉醬,1
米酒(可省略),1
無調味杏仁果,1
雞胸一副,1
排盤配菜（小蕃茄，碗豆苗）,1
油（煎雞胸肉用）,1
綜合香料（自己喜歡的就可以）,1
胡椒＆鹽,1
豬里肌順紋切肉絲,1
酪梨去皮切粗條,1
蔥白切五公分,1
無加糖優酪,1
米酒（可省略）,1
無醣優格,1
95%黑巧克力,1
大蒜粗粒,1
大雞蛋,1
茶梅/脆梅/梅子,1
檸檬汁 (可省略),1
巧克力磚 (可省略),1
月餅壓模 (50g),1
花片,1
烤箱上火預熱,1
香草口味甜菊糖,1
塔塔粉 1,1
塔塔粉 2,1
薩瓦蛋糕烤模 (或六吋戚風模),1
青蔥蔥花,1
電動打蛋器 (手動會累死),1
椰子口味甜菊糖,1
黃金亞麻仁籽細粉,1
室溫無鹽奶油 (可省略),1
瑪德蓮烤模 (六個),1
擠花袋/擠花嘴 (圓形),1
秋刀魚,1
辣木葉粉,1
赤澡醣醇,1
高粱酒（烏魚子用）,1
叉子,1
新鮮迷迭香(見小撇步),1
月桂葉(見小撇步),1
黑胡椒/白胡椒,1
醋(見小撇步),1
橄欖油(或其它油品),1
剁碎或磨碎的蒜頭,1
切成細末的新鮮細香蔥,1
培根油（烹調培根時保留下來）,1
櫻桃番茄，切半,1
旗魚漿（或其他白肉魚漿）,1
細絞肉,1
芹菜珠（或香菜、蔥花）,1
鵝油（或其他食用油）,1
蜜棗（或蘋果、梨子）,1
乾酪（或起司，可省略）,1
S&B山葵膏,1
毛仁豆,1
桂冠胡麻醬,1
熟酪梨,1
小黃瓜 (切丁),1
蘋果(切丁),1
紅番茄(切丁),1
鳳梨(切丁),1
藜麥 (煮熟 ),1
生菜(時蔬),1
熟核桃,1
原味墨西哥玉米片,1
蜂蜜芥茉沙拉醬,1
